♥7,♠5,♥8,♠3,♦8,(1) One pair
♣2,♣Q,♠5,♠Q,♠6,(1) One pair
♠J,♥7,♣10,♣Q,♠Q,(1) One pair
♠J,♥7,♣10,♣Q,♣J,(1) One pair
♠J,♥7,♣10,♣Q,♠10,(1) One pair
♠J,♥7,♣10,♠5,♣J,(1) One pair
♠J,♥7,♣10,♠5,♠10,(1) One pair
♠J,♥7,♣10,♥8,♣J,(1) One pair
♠J,♥7,♣10,♥8,♠10,(1) One pair
♠J,♥7,♣10,♥8,♦8,(1) One pair
♠J,♥7,♣10,♠Q,♣J,(1) One pair
♠J,♥7,♣10,♠Q,♠10,(1) One pair
♠J,♥7,♣10,♠3,♣J,(1) One pair
♠J,♥7,♣10,♠3,♠10,(1) One pair
♠J,♥7,♣10,♠3,♥3,(1) One pair
♠J,♥7,♣10,♣J,♥3,(1) One pair
♠J,♥7,♣10,♣J,♠6,(1) One pair
♠J,♥7,♣10,♣J,♦8,(1) One pair
♠J,♥7,♣10,♣J,♣4,(1) One pair
♠J,♥7,♣10,♠10,♥3,(1) One pair
♠J,♥7,♣10,♠10,♠6,(1) One pair
♠J,♥7,♣10,♠10,♦8,(1) One pair
♠J,♥7,♣10,♠10,♣4,(1) One pair
♠J,♥7,♣2,♣Q,♠Q,(1) One pair
♠J,♥7,♣2,♣Q,♣J,(1) One pair
♠J,♥7,♣2,♠5,♣J,(1) One pair
♠J,♥7,♣2,♥8,♣J,(1) One pair
♠J,♥7,♣2,♥8,♦8,(1) One pair
♠J,♥7,♣2,♠Q,♣J,(1) One pair
♠J,♥7,♣2,♠3,♣J,(1) One pair
♠J,♥7,♣2,♠3,♥3,(1) One pair
♠J,♥7,♣2,♣J,♠10,(1) One pair
♠J,♥7,♣2,♣J,♥3,(1) One pair
♠J,♥7,♣2,♣J,♠6,(1) One pair
♠J,♥7,♣2,♣J,♦8,(1) One pair
♠J,♥7,♣2,♣J,♣4,(1) One pair
♠J,♥7,♣Q,♠5,♠Q,(1) One pair
♠J,♥7,♣Q,♠5,♣J,(1) One pair
♠J,♥7,♣Q,♥8,♠Q,(1) One pair
♠J,♥7,♣Q,♥8,♣J,(1) One pair
♠J,♥7,♣Q,♥8,♦8,(1) One pair
♠J,♥7,♣Q,♠Q,♠3,(1) One pair
♠J,♥7,♣Q,♠Q,♠10,(1) One pair
♠J,♥7,♣Q,♠Q,♥3,(1) One pair
♠J,♥7,♣Q,♠Q,♠6,(1) One pair
♠J,♥7,♣Q,♠Q,♦8,(1) One pair
♠J,♥7,♣Q,♠Q,♣4,(1) One pair
♠J,♥7,♣Q,♠3,♣J,(1) One pair
♠J,♥7,♣Q,♠3,♥3,(1) One pair
♠J,♥7,♣Q,♣J,♠10,(1) One pair
♠J,♥7,♣Q,♣J,♥3,(1) One pair
♠J,♥7,♣Q,♣J,♠6,(1) One pair
♠J,♥7,♣Q,♣J,♦8,(1) One pair
♠J,♥7,♣Q,♣J,♣4,(1) One pair
♠J,♥7,♠5,♥8,♣J,(1) One pair
♠J,♥7,♠5,♥8,♦8,(1) One pair
♠J,♥7,♠5,♠Q,♣J,(1) One pair
♠J,♥7,♠5,♠3,♣J,(1) One pair
♠J,♥7,♠5,♠3,♥3,(1) One pair
♠J,♥7,♠5,♣J,♠10,(1) One pair
♠J,♥7,♠5,♣J,♥3,(1) One pair
♠J,♥7,♠5,♣J,♠6,(1) One pair
♠J,♥7,♠5,♣J,♦8,(1) One pair
♠J,♥7,♠5,♣J,♣4,(1) One pair
♠J,♥7,♥8,♠Q,♣J,(1) One pair
♠J,♥7,♥8,♠Q,♦8,(1) One pair
♠J,♥7,♥8,♠3,♣J,(1) One pair
♠J,♥7,♥8,♠3,♥3,(1) One pair
♠J,♥7,♥8,♠3,♦8,(1) One pair
♠J,♥7,♥8,♣J,♠10,(1) One pair
♠J,♥7,♥8,♣J,♥3,(1) One pair
♠J,♥7,♥8,♣J,♠6,(1) One pair
♠J,♥7,♥8,♣J,♣4,(1) One pair
♠J,♥7,♥8,♠10,♦8,(1) One pair
♠3,♥3,♠6,♦8,♣4,(1) One pair
♠J,♥7,♥8,♥3,♦8,(1) One pair
♠J,♥7,♥8,♠6,♦8,(1) One pair
♠J,♥7,♥8,♦8,♣4,(1) One pair
♠J,♥7,♠Q,♠3,♣J,(1) One pair
♠J,♥7,♠Q,♠3,♥3,(1) One pair
♠J,♥7,♠Q,♣J,♠10,(1) One pair
♠J,♥7,♠Q,♣J,♥3,(1) One pair
♠J,♥7,♠Q,♣J,♠6,(1) One pair
♠J,♥7,♠Q,♣J,♦8,(1) One pair
♠J,♥7,♠Q,♣J,♣4,(1) One pair
♠J,♥7,♠3,♣J,♠10,(1) One pair
♠3,♠10,♥3,♦8,♣4,(1) One pair
♠3,♠10,♥3,♠6,♣4,(1) One pair
♠3,♠10,♥3,♠6,♦8,(1) One pair
♠J,♥7,♠3,♣J,♠6,(1) One pair
♠J,♥7,♠3,♣J,♦8,(1) One pair
♠J,♥7,♠3,♣J,♣4,(1) One pair
♠J,♥7,♠3,♠10,♥3,(1) One pair
♠J,♥7,♠3,♥3,♠6,(1) One pair
♠J,♥7,♠3,♥3,♦8,(1) One pair
♠J,♥7,♠3,♥3,♣4,(1) One pair
♠J,♥7,♣J,♠10,♥3,(1) One pair
♠J,♥7,♣J,♠10,♠6,(1) One pair
♠J,♥7,♣J,♠10,♦8,(1) One pair
♠J,♥7,♣J,♠10,♣4,(1) One pair
♠J,♥7,♣J,♥3,♠6,(1) One pair
♠J,♥7,♣J,♥3,♦8,(1) One pair
♠J,♥7,♣J,♥3,♣4,(1) One pair
♠J,♥7,♣J,♠6,♦8,(1) One pair
♠J,♥7,♣J,♠6,♣4,(1) One pair
♠J,♥7,♣J,♦8,♣4,(1) One pair
♠J,♣10,♣2,♣Q,♠Q,(1) One pair
♠J,♣10,♣2,♣Q,♣J,(1) One pair
♠J,♣10,♣2,♣Q,♠10,(1) One pair
♠J,♣10,♣2,♠5,♣J,(1) One pair
♠J,♣10,♣2,♠5,♠10,(1) One pair
♠J,♣10,♣2,♥8,♣J,(1) One pair
♠J,♣10,♣2,♥8,♠10,(1) One pair
♥7,♠5,♥8,♣J,♦8,(1) One pair
♠J,♣10,♣2,♠Q,♣J,(1) One pair
♠J,♣10,♣2,♠Q,♠10,(1) One pair
♠J,♣10,♣2,♠3,♣J,(1) One pair
♠J,♣10,♣2,♠3,♠10,(1) One pair
♠J,♣10,♣2,♠3,♥3,(1) One pair
♠3,♣J,♥3,♦8,♣4,(1) One pair
♠J,♣10,♣2,♣J,♥3,(1) One pair
♠J,♣10,♣2,♣J,♠6,(1) One pair
♠J,♣10,♣2,♣J,♦8,(1) One pair
♠J,♣10,♣2,♣J,♣4,(1) One pair
♠J,♣10,♣2,♠10,♥3,(1) One pair
♠J,♣10,♣2,♠10,♠6,(1) One pair
♠J,♣10,♣2,♠10,♦8,(1) One pair
♠J,♣10,♣2,♠10,♣4,(1) One pair
♠J,♣10,♣Q,♠5,♠Q,(1) One pair
♠J,♣10,♣Q,♠5,♣J,(1) One pair
♠J,♣10,♣Q,♠5,♠10,(1) One pair
♠J,♣10,♣Q,♥8,♠Q,(1) One pair
♠J,♣10,♣Q,♥8,♣J,(1) One pair
♠J,♣10,♣Q,♥8,♠10,(1) One pair
♠J,♣10,♣Q,♥8,♦8,(1) One pair
♠J,♣10,♣Q,♠Q,♠3,(1) One pair
♠3,♣J,♥3,♠6,♣4,(1) One pair
♠3,♣J,♥3,♠6,♦8,(1) One pair
♠J,♣10,♣Q,♠Q,♥3,(1) One pair
♠J,♣10,♣Q,♠Q,♠6,(1) One pair
♠J,♣10,♣Q,♠Q,♦8,(1) One pair
♠J,♣10,♣Q,♠Q,♣4,(1) One pair
♠J,♣10,♣Q,♠3,♣J,(1) One pair
♠J,♣10,♣Q,♠3,♠10,(1) One pair
♠J,♣10,♣Q,♠3,♥3,(1) One pair
♠3,♣J,♠10,♥3,♣4,(1) One pair
♠J,♣10,♣Q,♣J,♥3,(1) One pair
♠J,♣10,♣Q,♣J,♠6,(1) One pair
♠J,♣10,♣Q,♣J,♦8,(1) One pair
♠J,♣10,♣Q,♣J,♣4,(1) One pair
♠J,♣10,♣Q,♠10,♥3,(1) One pair
♠J,♣10,♣Q,♠10,♠6,(1) One pair
♠J,♣10,♣Q,♠10,♦8,(1) One pair
♠J,♣10,♣Q,♠10,♣4,(1) One pair
♠J,♣10,♠5,♥8,♣J,(1) One pair
♠J,♣10,♠5,♥8,♠10,(1) One pair
♠J,♣10,♠5,♥8,♦8,(1) One pair
♠J,♣10,♠5,♠Q,♣J,(1) One pair
♠J,♣10,♠5,♠Q,♠10,(1) One pair
♠J,♣10,♠5,♠3,♣J,(1) One pair
♠J,♣10,♠5,♠3,♠10,(1) One pair
♠J,♣10,♠5,♠3,♥3,(1) One pair
♠3,♣J,♠10,♥3,♦8,(1) One pair
♠J,♣10,♠5,♣J,♥3,(1) One pair
♠J,♣10,♠5,♣J,♠6,(1) One pair
♠J,♣10,♠5,♣J,♦8,(1) One pair
♠J,♣10,♠5,♣J,♣4,(1) One pair
♠J,♣10,♠5,♠10,♥3,(1) One pair
♠J,♣10,♠5,♠10,♠6,(1) One pair
♠J,♣10,♠5,♠10,♦8,(1) One pair
♠J,♣10,♠5,♠10,♣4,(1) One pair
♠J,♣10,♥8,♠Q,♣J,(1) One pair
♠J,♣10,♥8,♠Q,♠10,(1) One pair
♠J,♣10,♥8,♠Q,♦8,(1) One pair
♠J,♣10,♥8,♠3,♣J,(1) One pair
♠J,♣10,♥8,♠3,♠10,(1) One pair
♠J,♣10,♥8,♠3,♥3,(1) One pair
♠J,♣10,♥8,♠3,♦8,(1) One pair
♠3,♣J,♠10,♥3,♠6,(1) One pair
♠J,♣10,♥8,♣J,♥3,(1) One pair
♠J,♣10,♥8,♣J,♠6,(1) One pair
♠Q,♠3,♥3,♦8,♣4,(1) One pair
♠J,♣10,♥8,♣J,♣4,(1) One pair
♠J,♣10,♥8,♠10,♥3,(1) One pair
♠J,♣10,♥8,♠10,♠6,(1) One pair
♠Q,♠3,♥3,♠6,♣4,(1) One pair
♠J,♣10,♥8,♠10,♣4,(1) One pair
♠J,♣10,♥8,♥3,♦8,(1) One pair
♠J,♣10,♥8,♠6,♦8,(1) One pair
♠J,♣10,♥8,♦8,♣4,(1) One pair
♠J,♣10,♠Q,♠3,♣J,(1) One pair
♠J,♣10,♠Q,♠3,♠10,(1) One pair
♠J,♣10,♠Q,♠3,♥3,(1) One pair
♠Q,♠3,♥3,♠6,♦8,(1) One pair
♠J,♣10,♠Q,♣J,♥3,(1) One pair
♠J,♣10,♠Q,♣J,♠6,(1) One pair
♠J,♣10,♠Q,♣J,♦8,(1) One pair
♠J,♣10,♠Q,♣J,♣4,(1) One pair
♠J,♣10,♠Q,♠10,♥3,(1) One pair
♠J,♣10,♠Q,♠10,♠6,(1) One pair
♠J,♣10,♠Q,♠10,♦8,(1) One pair
♠J,♣10,♠Q,♠10,♣4,(1) One pair
♠Q,♠3,♠10,♥3,♣4,(1) One pair
♠Q,♠3,♠10,♥3,♦8,(1) One pair
♠J,♣10,♠3,♣J,♠6,(1) One pair
♠J,♣10,♠3,♣J,♦8,(1) One pair
♠J,♣10,♠3,♣J,♣4,(1) One pair
♠Q,♠3,♠10,♥3,♠6,(1) One pair
♠J,♣10,♠3,♠10,♠6,(1) One pair
♠J,♣10,♠3,♠10,♦8,(1) One pair
♠J,♣10,♠3,♠10,♣4,(1) One pair
♠J,♣10,♠3,♥3,♠6,(1) One pair
♠J,♣10,♠3,♥3,♦8,(1) One pair
♠J,♣10,♠3,♥3,♣4,(1) One pair
♠Q,♠3,♣J,♥3,♣4,(1) One pair
♠Q,♠3,♣J,♥3,♦8,(1) One pair
♠Q,♠3,♣J,♥3,♠6,(1) One pair
♠Q,♠3,♣J,♠10,♥3,(1) One pair
♠J,♣10,♣J,♥3,♠6,(1) One pair
♠J,♣10,♣J,♥3,♦8,(1) One pair
♠J,♣10,♣J,♥3,♣4,(1) One pair
♠J,♣10,♣J,♠6,♦8,(1) One pair
♠J,♣10,♣J,♠6,♣4,(1) One pair
♠J,♣10,♣J,♦8,♣4,(1) One pair
♠J,♣10,♠10,♥3,♠6,(1) One pair
♠J,♣10,♠10,♥3,♦8,(1) One pair
♠J,♣10,♠10,♥3,♣4,(1) One pair
♠J,♣10,♠10,♠6,♦8,(1) One pair
♠J,♣10,♠10,♠6,♣4,(1) One pair
♠J,♣10,♠10,♦8,♣4,(1) One pair
♠J,♣2,♣Q,♠5,♠Q,(1) One pair
♠J,♣2,♣Q,♠5,♣J,(1) One pair
♠J,♣2,♣Q,♥8,♠Q,(1) One pair
♠J,♣2,♣Q,♥8,♣J,(1) One pair
♠J,♣2,♣Q,♥8,♦8,(1) One pair
♠J,♣2,♣Q,♠Q,♠3,(1) One pair
♥8,♥3,♠6,♦8,♣4,(1) One pair
♠J,♣2,♣Q,♠Q,♠10,(1) One pair
♠J,♣2,♣Q,♠Q,♥3,(1) One pair
♠J,♣2,♣Q,♠Q,♠6,(1) One pair
♠J,♣2,♣Q,♠Q,♦8,(1) One pair
♠J,♣2,♣Q,♠Q,♣4,(1) One pair
♠J,♣2,♣Q,♠3,♣J,(1) One pair
♠J,♣2,♣Q,♠3,♥3,(1) One pair
♠J,♣2,♣Q,♣J,♠10,(1) One pair
♠J,♣2,♣Q,♣J,♥3,(1) One pair
♠J,♣2,♣Q,♣J,♠6,(1) One pair
♠J,♣2,♣Q,♣J,♦8,(1) One pair
♠J,♣2,♣Q,♣J,♣4,(1) One pair
♠J,♣2,♠5,♥8,♣J,(1) One pair
♠J,♣2,♠5,♥8,♦8,(1) One pair
♠J,♣2,♠5,♠Q,♣J,(1) One pair
♠J,♣2,♠5,♠3,♣J,(1) One pair
♠J,♣2,♠5,♠3,♥3,(1) One pair
♠J,♣2,♠5,♣J,♠10,(1) One pair
♠J,♣2,♠5,♣J,♥3,(1) One pair
♠J,♣2,♠5,♣J,♠6,(1) One pair
♠J,♣2,♠5,♣J,♦8,(1) One pair
♠J,♣2,♠5,♣J,♣4,(1) One pair
♠J,♣2,♥8,♠Q,♣J,(1) One pair
♠J,♣2,♥8,♠Q,♦8,(1) One pair
♠J,♣2,♥8,♠3,♣J,(1) One pair
♠J,♣2,♥8,♠3,♥3,(1) One pair
♠J,♣2,♥8,♠3,♦8,(1) One pair
♠J,♣2,♥8,♣J,♠10,(1) One pair
♠J,♣2,♥8,♣J,♥3,(1) One pair
♠J,♣2,♥8,♣J,♠6,(1) One pair
♥8,♠10,♠6,♦8,♣4,(1) One pair
♠J,♣2,♥8,♣J,♣4,(1) One pair
♠J,♣2,♥8,♠10,♦8,(1) One pair
♠J,♣2,♥8,♥3,♦8,(1) One pair
♠J,♣2,♥8,♠6,♦8,(1) One pair
♠J,♣2,♥8,♦8,♣4,(1) One pair
♠J,♣2,♠Q,♠3,♣J,(1) One pair
♠J,♣2,♠Q,♠3,♥3,(1) One pair
♠J,♣2,♠Q,♣J,♠10,(1) One pair
♠J,♣2,♠Q,♣J,♥3,(1) One pair
♠J,♣2,♠Q,♣J,♠6,(1) One pair
♠J,♣2,♠Q,♣J,♦8,(1) One pair
♠J,♣2,♠Q,♣J,♣4,(1) One pair
♠J,♣2,♠3,♣J,♠10,(1) One pair
♥8,♠10,♥3,♦8,♣4,(1) One pair
♠J,♣2,♠3,♣J,♠6,(1) One pair
♠J,♣2,♠3,♣J,♦8,(1) One pair
♠J,♣2,♠3,♣J,♣4,(1) One pair
♠J,♣2,♠3,♠10,♥3,(1) One pair
♠J,♣2,♠3,♥3,♠6,(1) One pair
♠J,♣2,♠3,♥3,♦8,(1) One pair
♠J,♣2,♠3,♥3,♣4,(1) One pair
♠J,♣2,♣J,♠10,♥3,(1) One pair
♠J,♣2,♣J,♠10,♠6,(1) One pair
♠J,♣2,♣J,♠10,♦8,(1) One pair
♠J,♣2,♣J,♠10,♣4,(1) One pair
♠J,♣2,♣J,♥3,♠6,(1) One pair
♠J,♣2,♣J,♥3,♦8,(1) One pair
♠J,♣2,♣J,♥3,♣4,(1) One pair
♠J,♣2,♣J,♠6,♦8,(1) One pair
♠J,♣2,♣J,♠6,♣4,(1) One pair
♠J,♣2,♣J,♦8,♣4,(1) One pair
♠J,♣Q,♠5,♥8,♠Q,(1) One pair
♠J,♣Q,♠5,♥8,♣J,(1) One pair
♠J,♣Q,♠5,♥8,♦8,(1) One pair
♠J,♣Q,♠5,♠Q,♠3,(1) One pair
♥8,♠10,♥3,♠6,♦8,(1) One pair
♠J,♣Q,♠5,♠Q,♠10,(1) One pair
♠J,♣Q,♠5,♠Q,♥3,(1) One pair
♠J,♣Q,♠5,♠Q,♠6,(1) One pair
♠J,♣Q,♠5,♠Q,♦8,(1) One pair
♠J,♣Q,♠5,♠Q,♣4,(1) One pair
♠J,♣Q,♠5,♠3,♣J,(1) One pair
♠J,♣Q,♠5,♠3,♥3,(1) One pair
♠J,♣Q,♠5,♣J,♠10,(1) One pair
♠J,♣Q,♠5,♣J,♥3,(1) One pair
♠J,♣Q,♠5,♣J,♠6,(1) One pair
♠J,♣Q,♠5,♣J,♦8,(1) One pair
♠J,♣Q,♠5,♣J,♣4,(1) One pair
♠J,♣Q,♥8,♠Q,♠3,(1) One pair
♥8,♣J,♠6,♦8,♣4,(1) One pair
♠J,♣Q,♥8,♠Q,♠10,(1) One pair
♠J,♣Q,♥8,♠Q,♥3,(1) One pair
♠J,♣Q,♥8,♠Q,♠6,(1) One pair
♥8,♣J,♥3,♦8,♣4,(1) One pair
♠J,♣Q,♥8,♠Q,♣4,(1) One pair
♠J,♣Q,♥8,♠3,♣J,(1) One pair
♠J,♣Q,♥8,♠3,♥3,(1) One pair
♠J,♣Q,♥8,♠3,♦8,(1) One pair
♠J,♣Q,♥8,♣J,♠10,(1) One pair
♠J,♣Q,♥8,♣J,♥3,(1) One pair
♠J,♣Q,♥8,♣J,♠6,(1) One pair
♥8,♣J,♥3,♠6,♦8,(1) One pair
♠J,♣Q,♥8,♣J,♣4,(1) One pair
♠J,♣Q,♥8,♠10,♦8,(1) One pair
♠J,♣Q,♥8,♥3,♦8,(1) One pair
♠J,♣Q,♥8,♠6,♦8,(1) One pair
♠J,♣Q,♥8,♦8,♣4,(1) One pair
♥8,♣J,♠10,♦8,♣4,(1) One pair
♠J,♣Q,♠Q,♠3,♠10,(1) One pair
♥8,♣J,♠10,♠6,♦8,(1) One pair
♠J,♣Q,♠Q,♠3,♠6,(1) One pair
♠J,♣Q,♠Q,♠3,♦8,(1) One pair
♠J,♣Q,♠Q,♠3,♣4,(1) One pair
♥8,♣J,♠10,♥3,♦8,(1) One pair
♥8,♠3,♠6,♦8,♣4,(1) One pair
♥8,♠3,♥3,♠6,♣4,(1) One pair
♥8,♠3,♠10,♦8,♣4,(1) One pair
♥8,♠3,♠10,♠6,♦8,(1) One pair
♠J,♣Q,♠Q,♠10,♥3,(1) One pair
♠J,♣Q,♠Q,♠10,♠6,(1) One pair
♠J,♣Q,♠Q,♠10,♦8,(1) One pair
♠J,♣Q,♠Q,♠10,♣4,(1) One pair
♠J,♣Q,♠Q,♥3,♠6,(1) One pair
♠J,♣Q,♠Q,♥3,♦8,(1) One pair
♠J,♣Q,♠Q,♥3,♣4,(1) One pair
♠J,♣Q,♠Q,♠6,♦8,(1) One pair
♠J,♣Q,♠Q,♠6,♣4,(1) One pair
♠J,♣Q,♠Q,♦8,♣4,(1) One pair
♠J,♣Q,♠3,♣J,♠10,(1) One pair
♥7,♠5,♥8,♠10,♦8,(1) One pair
♠J,♣Q,♠3,♣J,♠6,(1) One pair
♠J,♣Q,♠3,♣J,♦8,(1) One pair
♠J,♣Q,♠3,♣J,♣4,(1) One pair
♠J,♣Q,♠3,♠10,♥3,(1) One pair
♠J,♣Q,♠3,♥3,♠6,(1) One pair
♠J,♣Q,♠3,♥3,♦8,(1) One pair
♠J,♣Q,♠3,♥3,♣4,(1) One pair
♠J,♣Q,♣J,♠10,♥3,(1) One pair
♠J,♣Q,♣J,♠10,♠6,(1) One pair
♠J,♣Q,♣J,♠10,♦8,(1) One pair
♠J,♣Q,♣J,♠10,♣4,(1) One pair
♠J,♣Q,♣J,♥3,♠6,(1) One pair
♠J,♣Q,♣J,♥3,♦8,(1) One pair
♠J,♣Q,♣J,♥3,♣4,(1) One pair
♠J,♣Q,♣J,♠6,♦8,(1) One pair
♠J,♣Q,♣J,♠6,♣4,(1) One pair
♠J,♣Q,♣J,♦8,♣4,(1) One pair
♠J,♠5,♥8,♠Q,♣J,(1) One pair
♠J,♠5,♥8,♠Q,♦8,(1) One pair
♠J,♠5,♥8,♠3,♣J,(1) One pair
♠J,♠5,♥8,♠3,♥3,(1) One pair
♠J,♠5,♥8,♠3,♦8,(1) One pair
♠J,♠5,♥8,♣J,♠10,(1) One pair
♠J,♠5,♥8,♣J,♥3,(1) One pair
♠J,♠5,♥8,♣J,♠6,(1) One pair
♥8,♠3,♠10,♥3,♣4,(1) One pair
♠J,♠5,♥8,♣J,♣4,(1) One pair
♠J,♠5,♥8,♠10,♦8,(1) One pair
♠J,♠5,♥8,♥3,♦8,(1) One pair
♠J,♠5,♥8,♠6,♦8,(1) One pair
♠J,♠5,♥8,♦8,♣4,(1) One pair
♠J,♠5,♠Q,♠3,♣J,(1) One pair
♥8,♠3,♠10,♥3,♠6,(1) One pair
♠J,♠5,♠Q,♠3,♥3,(1) One pair
♠J,♥7,♣10,♣2,♣J,(1) One pair
♠J,♠5,♠Q,♣J,♠10,(1) One pair
♠J,♠5,♠Q,♣J,♥3,(1) One pair
♠J,♠5,♠Q,♣J,♠6,(1) One pair
♠J,♠5,♠Q,♣J,♦8,(1) One pair
♠J,♠5,♠Q,♣J,♣4,(1) One pair
♥8,♠3,♣J,♦8,♣4,(1) One pair
♠J,♠5,♠3,♣J,♠10,(1) One pair
♥8,♠3,♣J,♠6,♦8,(1) One pair
♠J,♠5,♠3,♣J,♠6,(1) One pair
♠J,♠5,♠3,♣J,♦8,(1) One pair
♠J,♠5,♠3,♣J,♣4,(1) One pair
♠J,♠5,♠3,♠10,♥3,(1) One pair
♥8,♠3,♣J,♥3,♣4,(1) One pair
♠J,♠5,♠3,♥3,♠6,(1) One pair
♠J,♠5,♠3,♥3,♦8,(1) One pair
♠J,♠5,♠3,♥3,♣4,(1) One pair
♠J,♠5,♣J,♠10,♥3,(1) One pair
♠J,♠5,♣J,♠10,♠6,(1) One pair
♠J,♠5,♣J,♠10,♦8,(1) One pair
♠J,♠5,♣J,♠10,♣4,(1) One pair
♠J,♠5,♣J,♥3,♠6,(1) One pair
♠J,♠5,♣J,♥3,♦8,(1) One pair
♠J,♠5,♣J,♥3,♣4,(1) One pair
♠J,♠5,♣J,♠6,♦8,(1) One pair
♠J,♠5,♣J,♠6,♣4,(1) One pair
♠J,♠5,♣J,♦8,♣4,(1) One pair
♠J,♥8,♠Q,♠3,♣J,(1) One pair
♠J,♥8,♠Q,♠3,♥3,(1) One pair
♠J,♥8,♠Q,♠3,♦8,(1) One pair
♠J,♥8,♠Q,♣J,♠10,(1) One pair
♠J,♥8,♠Q,♣J,♥3,(1) One pair
♠J,♥8,♠Q,♣J,♠6,(1) One pair
♥8,♠3,♣J,♥3,♠6,(1) One pair
♠J,♥8,♠Q,♣J,♣4,(1) One pair
♠J,♥8,♠Q,♠10,♦8,(1) One pair
♠J,♥8,♠Q,♥3,♦8,(1) One pair
♠J,♥8,♠Q,♠6,♦8,(1) One pair
♠J,♥8,♠Q,♦8,♣4,(1) One pair
♠J,♥8,♠3,♣J,♠10,(1) One pair
♥8,♠3,♣J,♠10,♦8,(1) One pair
♠J,♥8,♠3,♣J,♠6,(1) One pair
♥8,♠3,♣J,♠10,♥3,(1) One pair
♠J,♥8,♠3,♣J,♣4,(1) One pair
♠J,♥8,♠3,♠10,♥3,(1) One pair
♠J,♥8,♠3,♠10,♦8,(1) One pair
♠J,♥8,♠3,♥3,♠6,(1) One pair
♥8,♠Q,♠6,♦8,♣4,(1) One pair
♠J,♥8,♠3,♥3,♣4,(1) One pair
♠J,♥8,♠3,♠6,♦8,(1) One pair
♠J,♥8,♠3,♦8,♣4,(1) One pair
♠J,♥8,♣J,♠10,♥3,(1) One pair
♠J,♥8,♣J,♠10,♠6,(1) One pair
♥8,♠Q,♥3,♦8,♣4,(1) One pair
♠J,♥8,♣J,♠10,♣4,(1) One pair
♠J,♥8,♣J,♥3,♠6,(1) One pair
